io	variableGroup	variableName	uri	valueType	allowedVariableValues
output	Variant	17_46962853_C_G	TBD	Number	1
output	Variant	17_46964406_G_C	TBD	Number	1
output	Variant	17_46964758_A_G	TBD	Number	1
output	Variant	17_46966950_T_C	TBD	Number	1
output	Variant	17_46967037_T_A	TBD	Number	1
output	Variant	17_46967038_T_A	TBD	Number	1
output	Variant	17_46967061_C_T	TBD	Number	1
output	Variant	17_46967124_G_A	TBD	Number	1
output	Variant	17_46967788_T_C	TBD	Number	1
output	Variant	17_46967892_G_T	TBD	Number	1
output	Variant	17_46968008_G_C	TBD	Number	1
output	Variant	17_46969177_G_A	TBD	Number	1
output	Variant	17_46969665_A_T	TBD	Number	1
output	Variant	17_46970259_T_C	TBD	Number	1
output	Variant	17_46970509_G_A	TBD	Number	1
output	Variant	17_46971140_G_A	TBD	Number	1
output	Variant	17_46972865_C_T	TBD	Number	1
output	Variant	17_46974734_T_C	TBD	Number	1
output	Variant	17_46975370_G_A	TBD	Number	1
output	Variant	17_46976211_C_T	TBD	Number	1
output	Variant	17_46976606_G_A	TBD	Number	1
output	Variant	17_46976756_C_G	TBD	Number	1
output	Variant	17_46976781_C_T	TBD	Number	1
output	Variant	17_46977125_G_A	TBD	Number	1
output	Variant	17_46977462_T_G	TBD	Number	1
output	Variant	17_46977916_A_G	TBD	Number	1
output	Variant	17_46978283_A_G	TBD	Number	1
output	Variant	17_46978353_T_C	TBD	Number	1
output	Variant	17_46980318_C_T	TBD	Number	1
output	Variant	17_46981419_T_C	TBD	Number	1
output	Variant	17_46982327_T_A	TBD	Number	1
output	Variant	17_46982380_G_A	TBD	Number	1
output	Variant	17_46982749_G_C	TBD	Number	1
output	Variant	17_46983171_G_C	TBD	Number	1
output	Variant	17_46983391_G_A	TBD	Number	1
output	Variant	17_46983820_G_A	TBD	Number	1
output	Variant	17_46984042_T_A	TBD	Number	1
output	Variant	17_46984425_C_T	TBD	Number	1
output	Variant	17_46984832_A_C	TBD	Number	1
output	Variant	17_46984859_A_T	TBD	Number	1
output	Variant	17_46985593_A_C	TBD	Number	1
output	Variant	17_46985634_A_G	TBD	Number	1
output	Variant	17_46986616_C_T	TBD	Number	1
output	Variant	17_46986679_A_G	TBD	Number	1
output	Variant	17_46987665_G_A	TBD	Number	1
output	Variant	17_46988044_G_A	TBD	Number	1
output	Variant	17_46988529_A_G	TBD	Number	1
output	Variant	17_46988597_C_T	TBD	Number	1
output	Variant	17_46989154_A_G	TBD	Number	1
output	Variant	17_46989354_A_G	TBD	Number	1
output	Variant	17_46990801_C_A	TBD	Number	1
output	Variant	17_46991531_T_C	TBD	Number	1
output	Variant	17_46991556_A_G	TBD	Number	1
output	Variant	17_46991752_G_A	TBD	Number	1
output	Variant	17_46993233_C_G	TBD	Number	1
output	Variant	17_46993370_G_A	TBD	Number	1
output	Variant	17_46993667_T_G	TBD	Number	1
output	Variant	17_46994396_C_T	TBD	Number	1
output	Variant	17_46994846_G_C	TBD	Number	1
output	Variant	17_46994970_G_A	TBD	Number	1
output	Variant	17_46995735_A_G	TBD	Number	1
output	Variant	17_46996432_C_T	TBD	Number	1
output	Variant	17_46996434_G_C	TBD	Number	1
output	Variant	17_46996583_T_A	TBD	Number	1
output	Variant	17_46997959_C_T	TBD	Number	1
output	Variant	17_46997998_T_C	TBD	Number	1
output	Variant	17_46998118_T_C	TBD	Number	1
output	Variant	17_46998902_A_G	TBD	Number	1
output	Variant	17_46999373_C_G	TBD	Number	1
output	Variant	17_46999673_T_C	TBD	Number	1
output	Variant	17_46999937_C_T	TBD	Number	1
output	Variant	17_47000110_C_T	TBD	Number	1
output	Variant	17_47000251_C_T	TBD	Number	1
output	Variant	17_47000660_A_G	TBD	Number	1
output	Variant	17_47001801_A_G	TBD	Number	1
output	Variant	17_47002389_G_A	TBD	Number	1
output	Variant	17_47002439_G_T	TBD	Number	1
output	Variant	17_47002515_C_T	TBD	Number	1
output	Variant	17_47002524_G_A	TBD	Number	1
output	Variant	17_47002543_A_G	TBD	Number	1
output	Variant	17_47002762_G_A	TBD	Number	1
output	Variant	17_47003221_G_T	TBD	Number	1
output	Variant	17_47004090_G_A	TBD	Number	1
output	Variant	17_47005193_A_G	TBD	Number	1
output	Variant	17_47005509_T_G	TBD	Number	1
output	Variant	17_47005588_C_T	TBD	Number	1
output	Variant	17_47006493_T_C	TBD	Number	1
output	Variant	17_47006950_T_C	TBD	Number	1
output	Variant	17_47007963_C_T	TBD	Number	1
output	Variant	17_47008207_A_G	TBD	Number	1
output	Variant	17_47008546_C_T	TBD	Number	1
output	Variant	17_47008757_A_T	TBD	Number	1
output	Variant	17_47009835_G_A	TBD	Number	1
output	Variant	17_47010008_G_A	TBD	Number	1
output	Variant	17_47010034_G_T	TBD	Number	1
output	Variant	17_47011620_C_G	TBD	Number	1
output	Variant	17_47011755_G_A	TBD	Number	1
output	Variant	17_47011897_C_T	TBD	Number	1
output	Variant	17_47012504_A_G	TBD	Number	1
output	Variant	17_47012551_C_G	TBD	Number	1
output	Variant	17_47014127_T_C	TBD	Number	1
output	Variant	17_47014991_T_A	TBD	Number	1
output	Variant	17_47016882_C_T	TBD	Number	1
output	Variant	17_47017176_T_C	TBD	Number	1
output	Variant	17_47017477_T_C	TBD	Number	1
output	Variant	17_47017879_G_A	TBD	Number	1
output	Variant	17_47018025_A_G	TBD	Number	1
output	Variant	17_47018069_G_A	TBD	Number	1
output	Variant	17_47019049_A_T	TBD	Number	1
output	Variant	17_47019399_A_C	TBD	Number	1
output	Variant	17_47019597_T_C	TBD	Number	1
output	Variant	17_47019672_C_A	TBD	Number	1
output	Variant	17_47019899_C_T	TBD	Number	1
output	Variant	17_47022270_C_T	TBD	Number	1
output	Variant	17_47022727_C_G	TBD	Number	1
output	Variant	17_47022755_C_G	TBD	Number	1
output	Variant	17_47022861_A_G	TBD	Number	1
output	Variant	17_47022998_C_T	TBD	Number	1
output	Variant	17_47024829_G_T	TBD	Number	1
output	Variant	17_47025559_T_A	TBD	Number	1
output	Variant	17_47025654_C_T	TBD	Number	1
output	Variant	17_47026431_C_T	TBD	Number	1
output	Variant	17_47027270_G_A	TBD	Number	1
output	Variant	17_47027763_C_T	TBD	Number	1
output	Variant	17_47028526_C_T	TBD	Number	1
output	Variant	17_47031973_T_C	TBD	Number	1
output	Variant	17_47032411_G_A	TBD	Number	1
output	Variant	17_47033201_C_A	TBD	Number	1
output	Variant	17_47035596_C_T	TBD	Number	1
output	Variant	17_47035869_T_C	TBD	Number	1
output	Variant	17_47036042_C_A	TBD	Number	1
output	Variant	17_47036294_G_A	TBD	Number	1
output	Variant	17_47037774_C_A	TBD	Number	1
output	Variant	17_47039302_A_T	TBD	Number	1
output	Variant	17_47040613_G_A	TBD	Number	1
output	Variant	17_47042162_C_A	TBD	Number	1
output	Variant	17_47042840_G_T	TBD	Number	1
output	Variant	17_47045862_G_A	TBD	Number	1
output	Variant	17_47052322_C_T	TBD	Number	1
output	Variant	17_47055622_G_A	TBD	Number	1
output	Variant	17_47060322_C_A	TBD	Number	1
output	Variant	17_47067826_G_A	TBD	Number	1
output	Variant	17_47079416_C_A	TBD	Number	1
output	Variant	17_47082775_G_A	TBD	Number	1
output	Variant	17_47089908_G_A	TBD	Number	1
output	Variant	17_47090785_C_T	TBD	Number	1
output	Variant	17_47091283_C_A	TBD	Number	1
output	Variant	17_47091420_C_T	TBD	Number	1
output	Variant	17_47093398_T_C	TBD	Number	1
output	Variant	17_47094274_C_G	TBD	Number	1
output	Variant	17_47095041_G_A	TBD	Number	1
output	Variant	17_47097381_C_T	TBD	Number	1
output	Variant	17_47104432_A_T	TBD	Number	1
output	Variant	17_47106878_T_G	TBD	Number	1
output	Variant	17_47107290_G_T	TBD	Number	1
output	Variant	17_47108282_G_A	TBD	Number	1
output	Variant	17_47109998_C_T	TBD	Number	1
output	Variant	17_47111399_C_T	TBD	Number	1
output	Variant	17_47111746_G_A	TBD	Number	1
output	Variant	17_47111747_T_C	TBD	Number	1
output	Variant	17_47114392_A_G	TBD	Number	1
output	Variant	17_47117775_C_T	TBD	Number	1
output	Variant	17_47118523_A_G	TBD	Number	1
output	Variant	17_47120467_A_G	TBD	Number	1
output	Variant	17_47122525_T_C	TBD	Number	1
output	Variant	17_47123423_T_C	TBD	Number	1
output	Variant	17_47129121_G_A	TBD	Number	1
output	Variant	17_47135875_G_A	TBD	Number	1
output	Variant	17_47136631_C_G	TBD	Number	1
output	Variant	17_47140794_C_T	TBD	Number	1
output	Variant	17_47144532_T_C	TBD	Number	1
output	Variant	17_47145848_T_C	TBD	Number	1
output	Variant	17_47379486_T_C	TBD	Number	1
output	Variant	17_47398070_T_A	TBD	Number	1
output	Variant	17_47402807_C_T	TBD	Number	1
output	Variant	17_47404628_G_T	TBD	Number	1
output	Variant	17_47418178_G_A	TBD	Number	1
output	Variant	17_47422510_C_T	TBD	Number	1
output	Variant	17_47423740_C_T	TBD	Number	1
output	Variant	17_47424681_C_A	TBD	Number	1
output	Variant	17_47439302_G_A	TBD	Number	1
output	Variant	17_47440466_A_G	TBD	Number	1
output	Variant	17_47448346_G_A	TBD	Number	1
output	Variant	17_47461433_G_A	TBD	Number	1
output	Variant	17_47476675_T_C	TBD	Number	1
output	Variant	17_47482953_G_A	TBD	Number	1
output	Variant	17_47488823_G_T	TBD	Number	1
output	Variant	17_47497360_G_A	TBD	Number	1
output	Variant	17_47513711_T_C	TBD	Number	1
output	Variant	17_55607591_T_C	TBD	Number	1
output	Variant	17_58839428_T_C	TBD	Number	1
output	Variant	17_58839785_C_T	TBD	Number	1
output	Variant	17_58843058_T_G	TBD	Number	1
output	Variant	17_58843380_A_G	TBD	Number	1
output	Variant	17_58843479_C_T	TBD	Number	1
output	Variant	17_58843625_A_G	TBD	Number	1
output	Variant	17_58843883_A_G	TBD	Number	1
output	Variant	17_58845063_C_G	TBD	Number	1
output	Variant	17_58845175_C_T	TBD	Number	1
output	Variant	17_58845184_C_T	TBD	Number	1
output	Variant	17_58845347_A_G	TBD	Number	1
output	Variant	17_58846114_A_G	TBD	Number	1
output	Variant	17_58846440_A_G	TBD	Number	1
output	Variant	17_58847000_T_G	TBD	Number	1
output	Variant	17_58847324_C_G	TBD	Number	1
output	Variant	17_58847436_A_G	TBD	Number	1
output	Variant	17_58847501_G_A	TBD	Number	1
output	Variant	17_58847535_G_A	TBD	Number	1
output	Variant	17_58849379_G_A	TBD	Number	1
output	Variant	17_58850708_A_G	TBD	Number	1
output	Variant	17_58852269_T_C	TBD	Number	1
output	Variant	17_58854927_T_C	TBD	Number	1
output	Variant	17_58854948_G_C	TBD	Number	1
output	Variant	17_58855947_A_G	TBD	Number	1
output	Variant	17_58857236_G_A	TBD	Number	1
output	Variant	17_58860038_T_C	TBD	Number	1
output	Variant	17_58861753_A_G	TBD	Number	1
output	Variant	17_58862124_G_A	TBD	Number	1
output	Variant	17_58862554_T_C	TBD	Number	1
output	Variant	17_58865399_C_T	TBD	Number	1
output	Variant	17_58867300_T_C	TBD	Number	1
output	Variant	17_58872391_T_C	TBD	Number	1
output	Variant	17_58872977_C_T	TBD	Number	1
output	Variant	17_58873938_A_G	TBD	Number	1
output	Variant	17_58876919_G_T	TBD	Number	1
output	Variant	17_58877393_G_A	TBD	Number	1
output	Variant	17_58882967_C_T	TBD	Number	1
output	Variant	17_58890432_C_A	TBD	Number	1
output	Variant	17_58890548_T_C	TBD	Number	1
output	Variant	17_58890895_A_T	TBD	Number	1
output	Variant	17_58893635_C_T	TBD	Number	1
output	Variant	17_58899160_C_T	TBD	Number	1
output	Variant	17_58901973_A_G	TBD	Number	1
output	Variant	17_58905848_G_C	TBD	Number	1
output	Variant	17_58906556_T_C	TBD	Number	1
output	Variant	17_58906657_C_A	TBD	Number	1
output	Variant	17_58906742_C_A	TBD	Number	1
output	Variant	17_58906828_G_C	TBD	Number	1
output	Variant	17_58907335_G_A	TBD	Number	1
output	Variant	17_58907430_G_A	TBD	Number	1
output	Variant	17_58907435_C_T	TBD	Number	1
output	Variant	17_58907502_A_G	TBD	Number	1
output	Variant	17_58907687_C_A	TBD	Number	1
output	Variant	17_58907731_G_C	TBD	Number	1
output	Variant	17_58907917_T_G	TBD	Number	1
output	Variant	17_58908167_A_G	TBD	Number	1
output	Variant	17_58908260_T_G	TBD	Number	1
output	Variant	17_58908505_A_G	TBD	Number	1
output	Variant	17_58908592_T_C	TBD	Number	1
output	Variant	17_58908953_G_A	TBD	Number	1
output	Variant	17_58908990_C_G	TBD	Number	1
output	Variant	17_58909337_A_G	TBD	Number	1
output	Variant	17_58909558_G_A	TBD	Number	1
output	Variant	17_58910403_A_T	TBD	Number	1
output	Variant	17_58911055_A_G	TBD	Number	1
output	Variant	17_58911541_A_C	TBD	Number	1
output	Variant	17_58912248_T_C	TBD	Number	1
output	Variant	17_58912516_A_G	TBD	Number	1
output	Variant	17_58912708_G_A	TBD	Number	1
output	Variant	17_58912884_T_C	TBD	Number	1
output	Variant	17_58913182_G_A	TBD	Number	1
output	Variant	17_58915261_G_C	TBD	Number	1
output	Variant	17_58915368_A_C	TBD	Number	1
output	Variant	17_58916059_G_T	TBD	Number	1
output	Variant	17_58916578_G_A	TBD	Number	1
output	Variant	17_58916620_A_G	TBD	Number	1
output	Variant	17_58916744_G_A	TBD	Number	1
output	Variant	17_58916764_A_G	TBD	Number	1
output	Variant	17_58916862_A_G	TBD	Number	1
output	Variant	17_58917031_A_G	TBD	Number	1
output	Variant	17_58917399_T_C	TBD	Number	1
output	Variant	17_58917553_T_C	TBD	Number	1
output	Variant	17_58917907_G_A	TBD	Number	1
output	Variant	17_58918682_C_T	TBD	Number	1
output	Variant	17_58919680_T_C	TBD	Number	1
output	Variant	17_58921522_G_T	TBD	Number	1
output	Variant	17_58921850_A_G	TBD	Number	1
output	Variant	17_58921974_T_C	TBD	Number	1
output	Variant	17_58925708_A_T	TBD	Number	1
output	Variant	17_58926184_T_C	TBD	Number	1
output	Variant	17_58926495_A_G	TBD	Number	1
output	Variant	17_58926826_C_G	TBD	Number	1
output	Variant	17_58927300_G_T	TBD	Number	1
output	Variant	17_58927505_G_A	TBD	Number	1
output	Variant	17_58927755_T_C	TBD	Number	1
output	Variant	17_58927876_C_T	TBD	Number	1
output	Variant	17_58927886_A_C	TBD	Number	1
output	Variant	17_58928524_G_A	TBD	Number	1
output	Variant	17_58928811_G_A	TBD	Number	1
output	Variant	17_58930419_A_G	TBD	Number	1
output	Variant	17_58930716_G_A	TBD	Number	1
output	Variant	17_58931385_T_A	TBD	Number	1
output	Variant	17_58931528_T_C	TBD	Number	1
output	Variant	17_58932112_G_A	TBD	Number	1
output	Variant	17_58933777_T_C	TBD	Number	1
output	Variant	17_58934999_T_G	TBD	Number	1
output	Variant	17_58935217_A_C	TBD	Number	1
output	Variant	17_58936678_G_A	TBD	Number	1
output	Variant	17_58936737_T_C	TBD	Number	1
output	Variant	17_58938081_G_A	TBD	Number	1
output	Variant	17_58939995_C_T	TBD	Number	1
output	Variant	17_58940466_T_G	TBD	Number	1
output	Variant	17_58940539_T_C	TBD	Number	1
output	Variant	17_58944779_T_C	TBD	Number	1
output	Variant	17_58946192_C_G	TBD	Number	1
output	Variant	17_58946425_A_C	TBD	Number	1
output	Variant	17_58946691_G_A	TBD	Number	1
output	Variant	17_58950791_T_C	TBD	Number	1
output	Variant	17_58955618_G_A	TBD	Number	1
output	Variant	17_58957420_T_C	TBD	Number	1
output	Variant	17_58957737_T_C	TBD	Number	1
output	Variant	17_58958536_T_C	TBD	Number	1
output	Variant	17_58958686_T_G	TBD	Number	1
output	Variant	17_58959558_A_G	TBD	Number	1
output	Variant	17_58962092_A_T	TBD	Number	1
output	Variant	17_58965178_G_T	TBD	Number	1
output	Variant	17_58965400_C_G	TBD	Number	1
output	Variant	17_58967785_G_A	TBD	Number	1
output	Variant	17_58969056_T_C	TBD	Number	1
output	Variant	17_58969174_C_G	TBD	Number	1
output	Variant	17_58969855_A_G	TBD	Number	1
output	Variant	17_58970073_G_A	TBD	Number	1
output	Variant	17_58971731_A_T	TBD	Number	1
output	Variant	17_58973825_A_G	TBD	Number	1
output	Variant	17_58973953_C_T	TBD	Number	1
output	Variant	17_58974152_C_A	TBD	Number	1
output	Variant	17_58974447_G_A	TBD	Number	1
output	Variant	17_58977482_A_T	TBD	Number	1
output	Variant	17_58977757_T_C	TBD	Number	1
output	Variant	17_58981156_G_A	TBD	Number	1
output	Variant	17_58982924_A_G	TBD	Number	1
output	Variant	17_58983549_T_C	TBD	Number	1
output	Variant	17_58986037_T_C	TBD	Number	1
output	Variant	17_58988738_A_C	TBD	Number	1
output	Variant	17_58988898_A_G	TBD	Number	1
output	Variant	17_58989120_G_T	TBD	Number	1
output	Variant	17_58990779_G_T	TBD	Number	1
output	Variant	17_58990965_G_A	TBD	Number	1
output	Variant	17_58991025_C_T	TBD	Number	1
output	Variant	17_58993236_G_A	TBD	Number	1
output	Variant	17_58996208_A_C	TBD	Number	1
output	Variant	17_58997047_A_T	TBD	Number	1
output	Variant	17_58998658_C_T	TBD	Number	1
output	Variant	17_58998730_G_T	TBD	Number	1
output	Variant	17_58999784_C_G	TBD	Number	1
output	Variant	17_59001198_C_G	TBD	Number	1
output	Variant	17_59002555_G_C	TBD	Number	1
output	Variant	17_59003189_T_C	TBD	Number	1
output	Variant	17_59003383_G_A	TBD	Number	1
output	Variant	17_59004233_T_A	TBD	Number	1
output	Variant	17_59005351_G_A	TBD	Number	1
output	Variant	17_59005591_T_G	TBD	Number	1
output	Variant	17_59006224_C_T	TBD	Number	1
output	Variant	17_59006449_G_T	TBD	Number	1
output	Variant	17_59007146_G_A	TBD	Number	1
output	Variant	17_59007151_A_G	TBD	Number	1
output	Variant	17_59008011_G_A	TBD	Number	1
output	Variant	17_59010018_G_A	TBD	Number	1
output	Variant	17_59011296_T_A	TBD	Number	1
output	Variant	17_59013488_T_C	TBD	Number	1
output	Variant	17_59017025_T_C	TBD	Number	1
output	Variant	17_59017813_T_A	TBD	Number	1
output	Variant	17_59018306_T_C	TBD	Number	1
output	Variant	17_59018852_G_A	TBD	Number	1
output	Variant	17_59018855_C_G	TBD	Number	1
output	Variant	17_59019694_A_G	TBD	Number	1
output	Variant	17_59020227_G_C	TBD	Number	1
output	Variant	17_59021599_G_C	TBD	Number	1
output	Variant	17_59022395_A_G	TBD	Number	1
output	Variant	17_59023430_T_G	TBD	Number	1
output	Variant	17_59023476_C_G	TBD	Number	1
output	Variant	17_59023998_C_T	TBD	Number	1
output	Variant	17_59025721_G_A	TBD	Number	1
output	Variant	17_59026525_C_T	TBD	Number	1
output	Variant	17_59026540_G_T	TBD	Number	1
output	Variant	17_59028366_T_C	TBD	Number	1
output	Variant	17_59029687_T_G	TBD	Number	1
output	Variant	17_59029838_G_T	TBD	Number	1
output	Variant	17_59030038_A_G	TBD	Number	1
output	Variant	17_59030129_T_C	TBD	Number	1
output	Variant	17_59030299_C_T	TBD	Number	1
output	Variant	17_59031542_T_G	TBD	Number	1
output	Variant	17_59031608_A_G	TBD	Number	1
output	Variant	17_59034931_A_G	TBD	Number	1
output	Variant	17_59043487_T_G	TBD	Number	1
output	Variant	17_59077194_A_G	TBD	Number	1
output	Variant	17_59087808_G_A	TBD	Number	1
output	Variant	17_59105719_T_C	TBD	Number	1
output	Variant	17_59109285_C_T	TBD	Number	1
output	Variant	17_59125011_T_C	TBD	Number	1
output	Variant	17_59135815_C_T	TBD	Number	1
output	Variant	17_59139596_C_T	TBD	Number	1
output	Variant	17_59155210_G_A	TBD	Number	1
output	Variant	17_59161646_A_G	TBD	Number	1
output	Variant	17_59164245_T_C	TBD	Number	1
output	Variant	17_59196064_G_A	TBD	Number	1
output	Variant	17_59196065_G_T	TBD	Number	1
output	Variant	17_59220844_T_C	TBD	Number	1
output	Variant	17_59222069_C_T	TBD	Number	1
output	Variant	17_59225875_A_G	TBD	Number	1
output	Variant	17_59230740_T_A	TBD	Number	1
output	Variant	17_59232365_T_C	TBD	Number	1
output	Variant	17_59237216_G_A	TBD	Number	1
output	Variant	17_59237499_A_G	TBD	Number	1
output	Variant	17_59241469_T_C	TBD	Number	1
output	Variant	17_62377645_C_T	TBD	Number	1
output	Variant	17_62381714_T_C	TBD	Number	1
output	Variant	17_62383639_C_T	TBD	Number	1
output	Variant	17_62384877_G_A	TBD	Number	1
output	Variant	17_62387091_C_T	TBD	Number	1
output	Variant	17_62390067_C_T	TBD	Number	1
output	Variant	17_62390673_C_G	TBD	Number	1
output	Variant	17_62391365_C_G	TBD	Number	1
output	Variant	17_62392403_G_T	TBD	Number	1
output	Variant	17_62399548_T_C	TBD	Number	1
output	Variant	17_62399872_C_T	TBD	Number	1
output	Variant	17_62400000_G_A	TBD	Number	1
output	Variant	17_62400575_G_C	TBD	Number	1
output	Variant	17_62400710_G_C	TBD	Number	1
output	Variant	17_62401118_T_C	TBD	Number	1
output	Variant	17_62401965_T_C	TBD	Number	1
output	Variant	17_62402599_T_C	TBD	Number	1
output	Variant	17_62402726_C_T	TBD	Number	1
output	Variant	17_62402846_A_G	TBD	Number	1
output	Variant	17_62404441_T_C	TBD	Number	1
output	Variant	17_62404452_G_A	TBD	Number	1
output	Variant	17_62405810_C_T	TBD	Number	1
output	Variant	17_62406694_A_T	TBD	Number	1
output	Variant	17_62406971_A_G	TBD	Number	1
output	Variant	17_62407331_A_T	TBD	Number	1
output	Variant	17_62407559_T_A	TBD	Number	1
output	Variant	17_62407656_A_G	TBD	Number	1
output	Variant	17_62407974_C_T	TBD	Number	1
output	Variant	17_62408082_T_C	TBD	Number	1
output	Variant	17_62408299_A_G	TBD	Number	1
output	Variant	17_62408949_C_G	TBD	Number	1
output	Variant	17_62409586_C_G	TBD	Number	1
output	Variant	17_65647063_A_G	TBD	Number	1
output	Variant	17_73246020_C_A	TBD	Number	1
output	Variant	17_73837311_T_C	TBD	Number	1
output	Variant	17_73837957_G_A	TBD	Number	1
output	Variant	17_73838091_A_G	TBD	Number	1
output	Variant	17_73838816_G_A	TBD	Number	1
output	Variant	17_73841285_T_C	TBD	Number	1
output	Variant	17_73841702_T_C	TBD	Number	1
output	Variant	17_73867513_A_G	TBD	Number	1
output	Variant	17_73868288_A_G	TBD	Number	1
output	Variant	17_73872948_A_G	TBD	Number	1
output	Variant	17_73878654_A_C	TBD	Number	1
output	Variant	17_73880612_T_C	TBD	Number	1
output	Variant	17_73880788_A_C	TBD	Number	1
output	Variant	17_73884193_A_T	TBD	Number	1
output	Variant	17_73886888_A_G	TBD	Number	1
output	Variant	17_73892414_T_G	TBD	Number	1
output	Variant	17_73900688_T_C	TBD	Number	1
output	Variant	17_73906934_G_A	TBD	Number	1
output	Variant	17_73908566_A_C	TBD	Number	1
output	Variant	17_73915153_T_A	TBD	Number	1
output	Variant	17_73922941_T_C	TBD	Number	1
output	Variant	17_73933290_T_C	TBD	Number	1
output	Variant	17_73938957_C_T	TBD	Number	1
output	Variant	17_73942150_A_G	TBD	Number	1
output	Variant	17_73942976_G_A	TBD	Number	1
output	Variant	17_73948572_T_A	TBD	Number	1
output	Variant	17_73948644_A_G	TBD	Number	1
output	Variant	17_73949038_C_G	TBD	Number	1
output	Variant	17_73954402_C_G	TBD	Number	1
output	Variant	17_74515711_G_A	TBD	Number	1
output	Variant	18_3316176_T_G	TBD	Number	1
output	Variant	18_20011523_G_A	TBD	Number	1
output	Variant	18_20013757_A_G	TBD	Number	1
output	Variant	18_20014598_C_T	TBD	Number	1
output	Variant	18_20015273_C_T	TBD	Number	1
output	Variant	18_20015427_G_A	TBD	Number	1
output	Variant	18_20015517_T_C	TBD	Number	1
output	Variant	18_20016089_C_T	TBD	Number	1
output	Variant	18_20017502_A_G	TBD	Number	1
output	Variant	18_20020458_C_T	TBD	Number	1
output	Variant	18_20020894_C_A	TBD	Number	1
output	Variant	18_20021099_G_T	TBD	Number	1
output	Variant	18_20024341_T_C	TBD	Number	1
output	Variant	18_20024596_A_C	TBD	Number	1
output	Variant	18_20024637_C_T	TBD	Number	1
output	Variant	18_20025030_A_G	TBD	Number	1
output	Variant	18_20025375_A_T	TBD	Number	1
output	Variant	18_20026622_C_T	TBD	Number	1
output	Variant	18_20026756_C_A	TBD	Number	1
output	Variant	18_20026961_A_G	TBD	Number	1
output	Variant	18_20027101_G_A	TBD	Number	1
output	Variant	18_20027136_G_A	TBD	Number	1
output	Variant	18_20027508_A_G	TBD	Number	1
output	Variant	18_20027797_A_C	TBD	Number	1
output	Variant	18_20028064_T_G	TBD	Number	1
output	Variant	18_20028189_T_C	TBD	Number	1
output	Variant	18_20028438_G_A	TBD	Number	1
output	Variant	18_20028737_A_G	TBD	Number	1
output	Variant	18_20028751_T_C	TBD	Number	1
output	Variant	18_20028770_T_C	TBD	Number	1
output	Variant	18_20028899_G_A	TBD	Number	1
output	Variant	18_20029026_C_A	TBD	Number	1
output	Variant	18_20029325_T_C	TBD	Number	1
output	Variant	18_20029491_G_A	TBD	Number	1
output	Variant	18_20030007_T_C	TBD	Number	1
output	Variant	18_20030104_A_G	TBD	Number	1
output	Variant	18_20030139_C_A	TBD	Number	1
output	Variant	18_20030182_T_C	TBD	Number	1
output	Variant	18_20031130_G_A	TBD	Number	1
output	Variant	18_20031613_A_G	TBD	Number	1
output	Variant	18_20032854_A_C	TBD	Number	1
output	Variant	18_20033052_A_C	TBD	Number	1
output	Variant	18_20033056_A_G	TBD	Number	1
output	Variant	18_20033165_T_C	TBD	Number	1
output	Variant	18_20034539_T_C	TBD	Number	1
output	Variant	18_20034726_T_C	TBD	Number	1
output	Variant	18_20036152_G_C	TBD	Number	1
output	Variant	18_20037576_G_A	TBD	Number	1
output	Variant	18_20037597_A_G	TBD	Number	1
output	Variant	18_20911592_T_C	TBD	Number	1
output	Variant	18_20913883_A_G	TBD	Number	1
output	Variant	18_20918419_C_G	TBD	Number	1
output	Variant	18_20921272_T_C	TBD	Number	1
output	Variant	18_20930130_T_C	TBD	Number	1
output	Variant	18_20932722_C_T	TBD	Number	1
output	Variant	18_20935833_G_T	TBD	Number	1
output	Variant	18_20946796_C_T	TBD	Number	1
output	Variant	18_31684975_A_C	TBD	Number	1
output	Variant	18_32697678_C_G	TBD	Number	1
output	Variant	18_32700478_G_A	TBD	Number	1
output	Variant	18_32702999_G_A	TBD	Number	1
output	Variant	18_32703548_A_G	TBD	Number	1
output	Variant	18_32711125_G_A	TBD	Number	1
output	Variant	18_32711405_G_C	TBD	Number	1
output	Variant	18_32711774_C_T	TBD	Number	1
output	Variant	18_32712991_G_A	TBD	Number	1
output	Variant	18_32714446_G_A	TBD	Number	1
output	Variant	18_32715681_C_T	TBD	Number	1
output	Variant	18_32719582_C_T	TBD	Number	1
output	Variant	18_32720359_C_T	TBD	Number	1
output	Variant	18_32721078_C_T	TBD	Number	1
output	Variant	18_32721402_G_A	TBD	Number	1
output	Variant	18_32722154_C_A	TBD	Number	1
output	Variant	18_32722917_A_C	TBD	Number	1
output	Variant	18_32724921_G_A	TBD	Number	1
output	Variant	18_32725041_C_G	TBD	Number	1
output	Variant	18_32725724_A_G	TBD	Number	1
output	Variant	18_32727081_T_C	TBD	Number	1
output	Variant	18_32727391_T_C	TBD	Number	1
output	Variant	18_32727489_A_G	TBD	Number	1
output	Variant	18_32727636_T_C	TBD	Number	1
output	Variant	18_32731589_C_T	TBD	Number	1
output	Variant	18_32731646_G_A	TBD	Number	1
output	Variant	18_32731859_C_T	TBD	Number	1
output	Variant	18_32732874_A_T	TBD	Number	1
output	Variant	18_32735013_T_A	TBD	Number	1
output	Variant	18_32735307_A_G	TBD	Number	1
output	Variant	18_32735373_G_A	TBD	Number	1
output	Variant	18_32735594_G_C	TBD	Number	1
output	Variant	18_32735635_A_G	TBD	Number	1
